station_name,metro_line,hour_of_day,day_of_week,month,is_weekend,is_holiday,temperature_c,is_raining,nearby_it_park,train_frequency_min,is_peak_hour,time_category,is_off_day,passenger_count,footfall_category,station_type,delay_minutes,wifi_available,date,fare_inr
Magadi Road,Purple,15.0,Saturday,March,Yes,,25.2,No,No,5.0,No,Evening,Yes,901.0,Medium,Regular,2.0,No,,20.0
Deepanjalinagar,Purple,22.0,Saturday,March,Yes,No,30.4,No,No,8.0,No,Night,Yes,574.0,Low,Regular,0.0,No,2025-03-25,20.0
Magadi Road,Purple,22.0,Friday,April,No,No,29.6,No,No,8.0,No,Night,No,,,Regular,0.0,No,2023-04-01,20.0
Deepanjalinagar,Purple,20.0,Sunday,December,Yes,No,,No,No,,No,Night,Yes,655.0,Low,Regular,0.0,,2024-12-01,20.0
Dasarahalli,Green,14.0,Friday,June,No,No,27.0,Yes,No,5.0,No,Evening,No,965.0,Medium,Regular,0.0,No,2024-06-19,10.0
Dasarahalli,Green,18.0,Sunday,October,Yes,No,,No,No,5.0,Yes,Evening,Yes,2922.0,High,Regular,2.0,,2024-10-06,10.0
National College,Green,7.0,Saturday,May,,No,,No,No,3.0,Yes,Morning,Yes,1047.0,Medium,Regular,0.0,No,2023-05-18,25.0
Majestic,Green,7.0,Friday,August,No,No,26.4,No,No,3.0,Yes,Morning,No,1855.0,,Interchange,0.0,Yes,2025-08-10,25.0
Majestic,Purple,14.0,Monday,March,No,No,27.0,No,No,5.0,,Evening,No,1761.0,Medium,Interchange,2.0,Yes,2023-03-11,25.0
Lalbagh,Green,20.0,Monday,November,No,No,27.4,No,No,8.0,No,Night,No,892.0,Medium,Regular,5.0,Yes,2024-11-01,25.0
Trinity,Purple,13.0,Wednesday,February,No,No,22.5,No,No,5.0,No,Midday,No,,Medium,Regular,0.0,Yes,2023-02-01,20.0
Deepanjalinagar,Purple,6.0,Sunday,April,Yes,,25.5,No,No,8.0,No,Morning,Yes,923.0,Medium,Regular,0.0,No,2024-04-13,20.0
Trinity,Purple,7.0,Tuesday,December,No,No,26.5,No,No,3.0,Yes,Morning,No,1428.0,Medium,Regular,0.0,Yes,2024-12-05,20.0
Swami Vivekananda Road,Purple,10.0,Sunday,December,Yes,No,26.0,No,No,5.0,No,Midday,Yes,851.0,Medium,Regular,0.0,No,2024-12-20,
Sandal Soap Factory,Green,13.0,,March,No,No,27.7,No,No,,No,Midday,No,1831.0,Medium,Regular,5.0,No,2023-03-01,20.0
Mysuru Road,Purple,8.0,Saturday,August,Yes,,22.8,No,No,3.0,Yes,Morning,Yes,3546.0,,Regular,0.0,No,2023-08-20,40.0
Magadi Road,Purple,19.0,Saturday,January,Yes,No,22.4,No,No,3.0,Yes,Evening,Yes,3005.0,High,Regular,2.0,No,2024-01-03,20.0
Sandal Soap Factory,Green,,Friday,December,No,No,27.8,No,No,5.0,No,Midday,No,,,Regular,,No,2025-12-18,20.0
Attiguppe,Purple,9.0,Tuesday,November,No,No,22.7,,,3.0,Yes,Morning,No,4154.0,High,Regular,2.0,No,2025-11-09,40.0
Jayanagar 4th Block,Yellow,9.0,Monday,July,No,No,23.6,No,No,3.0,Yes,Morning,No,3951.0,High,Regular,2.0,No,2023-07-14,20.0
Jalahalli,Green,20.0,Monday,August,No,No,24.2,No,No,8.0,No,Night,No,826.0,Medium,Regular,2.0,No,2024-08-27,15.0
Trinity,Purple,12.0,,September,No,No,27.8,No,No,5.0,No,Midday,No,2026.0,High,Regular,0.0,Yes,2023-09-17,20.0
Swami Vivekananda Road,Purple,10.0,Thursday,December,No,No,30.1,,No,,,Midday,No,1158.0,Medium,Regular,0.0,,2023-12-23,20.0
Banashankari,Yellow,22.0,Saturday,June,Yes,No,25.9,,No,,No,Night,Yes,559.0,Low,Regular,0.0,Yes,2024-06-14,40.0
Jayanagar 4th Block,,10.0,Thursday,March,No,No,27.0,No,No,5.0,No,Midday,No,1138.0,Medium,Regular,5.0,No,2024-03-04,20.0
Hebbagodi,Yellow,9.0,Thursday,September,No,No,24.1,No,No,3.0,Yes,Morning,No,5047.0,High,Regular,5.0,No,2023-09-05,20.0
RV Road,Yellow,15.0,Friday,February,No,No,22.9,No,No,5.0,No,Evening,No,1311.0,Medium,Interchange,0.0,No,2023-02-26,30.0
Mysuru Road,Purple,8.0,Wednesday,May,No,No,24.1,No,No,3.0,Yes,Morning,No,3770.0,High,Regular,2.0,No,2023-05-21,40.0
Yelachenahalli,Green,16.0,Monday,December,No,No,29.8,No,No,5.0,No,Evening,No,1214.0,Medium,Regular,0.0,No,2025-12-17,20.0
Electronic City,Yellow,12.0,Saturday,,Yes,No,28.3,No,Yes,5.0,No,Midday,Yes,1160.0,Medium,Regular,0.0,No,2025-07-22,20.0
Majestic,Purple,12.0,Wednesday,May,No,No,28.7,No,No,5.0,No,Midday,No,3092.0,High,Interchange,5.0,Yes,2023-05-25,25.0
National College,Green,22.0,Monday,February,No,No,,No,No,8.0,No,Night,No,772.0,Low,Regular,0.0,No,2023-02-02,25.0
Yeshwanthpur,Green,13.0,Thursday,March,No,No,28.3,No,No,5.0,,Midday,No,1718.0,Medium,Regular,0.0,Yes,2025-03-23,20.0
Majestic,Purple,16.0,Saturday,April,Yes,No,33.1,No,No,5.0,No,Evening,Yes,1212.0,Medium,Interchange,0.0,Yes,2025-04-22,25.0
Attiguppe,Purple,11.0,Tuesday,,No,No,29.5,No,No,5.0,No,Midday,No,1122.0,Medium,Regular,0.0,No,2024-06-05,40.0
Jalahalli,Green,19.0,Tuesday,October,No,No,23.0,No,No,3.0,Yes,Evening,No,4379.0,High,Regular,0.0,No,2023-10-04,15.0
Attiguppe,Purple,6.0,Friday,June,No,No,21.6,No,No,8.0,No,Morning,No,1470.0,Medium,Regular,2.0,No,2023-06-04,40.0
JP Nagar 2nd Phase,Yellow,7.0,Tuesday,June,No,No,33.6,Yes,No,3.0,Yes,Morning,No,1230.0,Medium,Regular,0.0,No,2024-06-06,20.0
Halasuru,Purple,14.0,Friday,May,No,No,24.8,No,No,5.0,No,Evening,No,,,Regular,0.0,Yes,2024-05-20,20.0
Majestic,Green,15.0,Thursday,May,No,No,26.1,No,No,,No,Evening,No,1812.0,Medium,Interchange,0.0,Yes,2023-05-21,25.0
Bommasandra,Yellow,12.0,Sunday,May,Yes,No,25.6,No,Yes,5.0,No,Midday,Yes,1254.0,Medium,Terminal,0.0,No,2024-05-13,50.0
Attiguppe,Purple,19.0,Friday,May,No,No,31.7,No,No,3.0,Yes,Evening,No,3935.0,High,Regular,0.0,No,2023-05-22,40.0
Nagasandra,Green,6.0,Monday,December,No,No,32.3,No,No,8.0,No,Morning,No,1579.0,Medium,Terminal,0.0,No,2025-12-05,10.0
Attiguppe,,12.0,Monday,April,No,No,26.5,No,No,5.0,No,Midday,No,1837.0,Medium,Regular,2.0,No,2024-04-23,40.0
Jayanagar 4th Block,Yellow,,Monday,February,No,No,29.7,No,No,3.0,Yes,Evening,No,4619.0,High,Regular,0.0,No,2023-02-25,20.0
Sandal Soap Factory,Green,20.0,Friday,April,No,No,30.6,No,No,8.0,No,Night,No,907.0,Medium,Regular,0.0,No,2024-04-26,20.0
Magadi Road,Purple,6.0,Sunday,April,Yes,No,30.2,No,No,8.0,No,Morning,Yes,972.0,Medium,Regular,0.0,No,2024-04-23,20.0
Tagore Nagar,Yellow,10.0,Wednesday,November,No,No,23.6,No,No,5.0,No,Midday,No,1193.0,Medium,Regular,0.0,No,2025-11-07,20.0
KR Market,Green,15.0,Wednesday,August,No,No,22.8,Yes,No,5.0,No,Evening,No,921.0,Medium,Regular,5.0,,2024-08-20,20.0
Jalahalli,Green,13.0,Monday,October,No,No,29.8,No,No,5.0,No,Midday,No,1813.0,Medium,Regular,2.0,No,2023-10-01,15.0
Nagasandra,Green,6.0,Monday,May,No,No,31.2,No,No,8.0,No,Morning,No,1589.0,Medium,Terminal,0.0,No,2025-05-14,10.0
Jayanagar 4th Block,Yellow,13.0,Friday,July,No,No,23.4,,No,5.0,No,Midday,No,1665.0,Medium,,0.0,No,2023-07-24,20.0
Hosahalli,Purple,13.0,Thursday,July,No,No,27.2,No,No,5.0,No,Midday,No,1948.0,Medium,Regular,0.0,No,2025-07-04,20.0
Hebbagodi,Yellow,9.0,Monday,April,No,No,28.6,No,Yes,3.0,Yes,Morning,No,5159.0,High,Regular,2.0,No,2024-04-17,20.0
Sandal Soap Factory,Green,20.0,Thursday,July,No,No,,Yes,No,8.0,No,Night,No,,,Regular,0.0,No,2024-07-21,20.0
Trinity,Purple,7.0,Thursday,December,,No,26.9,No,No,3.0,Yes,Morning,No,1506.0,Medium,Regular,2.0,Yes,2023-12-14,20.0
Trinity,Purple,7.0,Wednesday,April,No,No,35.8,No,No,3.0,Yes,Morning,No,1351.0,Medium,Regular,2.0,Yes,2024-04-16,20.0
Swami Vivekananda Road,Purple,,Thursday,November,No,No,26.6,No,No,5.0,No,Midday,No,1231.0,Medium,Regular,0.0,No,2025-11-14,20.0
KR Market,Green,21.0,Tuesday,December,No,No,27.9,No,No,8.0,No,Night,No,892.0,Medium,,2.0,No,2025-12-16,20.0
Lalbagh,Green,22.0,Thursday,January,No,No,25.2,No,,8.0,No,Night,No,,,Regular,0.0,Yes,2023-01-24,25.0
Majestic,Purple,10.0,Tuesday,September,No,No,25.5,No,No,5.0,No,Midday,No,1599.0,Medium,Interchange,,Yes,2023-09-20,25.0
Hosahalli,Purple,7.0,Monday,October,No,No,25.6,No,No,3.0,Yes,Morning,No,1203.0,Medium,Regular,5.0,No,2025-10-08,20.0
Deepanjalinagar,Purple,19.0,Saturday,August,Yes,No,32.2,No,No,3.0,Yes,Evening,Yes,2885.0,High,Regular,2.0,No,2025-08-24,20.0
Halasuru,Purple,15.0,Monday,February,No,No,25.3,No,No,,No,Evening,No,1189.0,Medium,Regular,0.0,Yes,2023-02-03,20.0
Magadi Road,Purple,14.0,Sunday,February,Yes,,27.8,No,No,5.0,No,Evening,Yes,849.0,Medium,Regular,0.0,No,2024-02-25,20.0
Peenya,Green,8.0,Wednesday,June,No,No,27.2,,Yes,3.0,Yes,Morning,No,4996.0,High,Regular,0.0,No,2024-06-19,20.0
Vijayanagar,Purple,7.0,Saturday,,Yes,No,26.3,No,No,5.0,Yes,Morning,Yes,906.0,Medium,Regular,5.0,No,2025-06-01,30.0
Swami Vivekananda Road,Purple,12.0,Wednesday,August,No,No,29.3,No,No,5.0,No,Midday,No,1801.0,Medium,Regular,2.0,No,2023-08-02,20.0
Dasarahalli,Green,22.0,Saturday,October,Yes,No,27.5,,No,8.0,No,Night,Yes,554.0,Low,Regular,0.0,No,2023-10-15,10.0
,Green,21.0,Friday,December,No,No,24.7,No,No,8.0,No,Night,No,951.0,Medium,,0.0,,2025-12-22,
Kengeri,Purple,6.0,Wednesday,December,No,No,25.5,No,No,8.0,No,Morning,No,1674.0,Medium,Terminal,0.0,Yes,,50.0
Dasarahalli,Green,17.0,Sunday,March,Yes,No,27.8,No,No,3.0,,Evening,Yes,2720.0,High,Regular,,No,2024-03-18,10.0
Dasarahalli,Green,21.0,Friday,September,No,No,29.1,No,No,8.0,No,Night,No,1026.0,Medium,Regular,0.0,No,2024-09-22,10.0
Sandal Soap Factory,Green,13.0,Monday,April,No,No,32.9,No,No,5.0,No,Midday,No,2291.0,High,Regular,5.0,No,2024-04-14,20.0
Vijayanagar,Purple,7.0,Saturday,April,Yes,No,27.1,No,No,3.0,Yes,Morning,Yes,878.0,Medium,Regular,0.0,No,2024-04-17,30.0
Peenya,Green,11.0,Friday,July,No,No,32.9,No,Yes,5.0,No,Midday,No,1054.0,,Regular,5.0,No,2024-07-27,20.0
Mysuru Road,Purple,22.0,Thursday,August,No,No,,No,No,8.0,No,Night,No,843.0,Medium,Regular,0.0,No,2023-08-13,40.0
Chickpete,Green,15.0,Friday,July,No,No,33.9,,No,5.0,No,Evening,No,1274.0,Medium,Regular,0.0,No,2024-07-01,20.0
,Green,15.0,Wednesday,September,No,No,25.5,No,No,5.0,No,Evening,No,1300.0,Medium,Regular,0.0,Yes,2025-09-05,25.0
Baiyappanahalli,Purple,20.0,Tuesday,October,No,No,25.8,No,No,8.0,No,Night,No,,Medium,Terminal,2.0,Yes,2025-10-26,10.0
Majestic,Purple,20.0,Wednesday,January,No,No,28.2,No,,8.0,No,Night,No,1393.0,Medium,Interchange,2.0,Yes,2023-01-13,25.0
,Purple,9.0,Saturday,July,Yes,No,25.0,Yes,No,3.0,Yes,Morning,Yes,2162.0,High,,5.0,,,
,Yellow,21.0,Wednesday,April,No,No,27.0,No,No,8.0,No,,No,964.0,Medium,Regular,0.0,No,2023-04-25,20.0
Majestic,Green,15.0,Thursday,December,No,No,26.9,No,No,5.0,No,Evening,No,1713.0,Medium,Interchange,0.0,,2024-12-14,25.0
Baiyappanahalli,Purple,18.0,Saturday,December,Yes,No,26.4,No,No,3.0,Yes,,Yes,2881.0,High,Terminal,5.0,Yes,2024-12-24,10.0
Hosahalli,,19.0,Friday,September,No,,30.2,No,No,3.0,Yes,Evening,No,4642.0,High,Regular,0.0,No,,20.0
KR Market,Green,6.0,Wednesday,December,No,No,29.9,No,No,8.0,No,Morning,No,,Medium,Regular,0.0,No,2023-12-15,20.0
Tagore Nagar,Yellow,15.0,Tuesday,May,No,,24.4,No,No,5.0,No,Evening,No,1181.0,Medium,Regular,0.0,No,2023-05-19,20.0
National College,Green,,Sunday,February,Yes,No,24.7,No,No,3.0,Yes,Morning,Yes,943.0,Medium,,10.0,No,2024-02-17,
Chickpete,Green,15.0,Thursday,May,No,No,22.3,No,No,5.0,No,Evening,No,1227.0,Medium,Regular,5.0,No,2024-05-03,20.0
Swami Vivekananda Road,Purple,18.0,Thursday,January,No,No,25.2,No,No,3.0,Yes,Evening,No,4088.0,High,Regular,0.0,No,2023-01-16,20.0
Hosahalli,Purple,6.0,Friday,January,No,No,26.1,No,No,8.0,No,Morning,No,1322.0,Medium,Regular,2.0,No,2024-01-14,20.0
Hebbagodi,Yellow,14.0,Tuesday,October,No,No,24.4,No,Yes,,No,Evening,No,1064.0,Medium,Regular,5.0,No,2023-10-12,20.0
JP Nagar 2nd Phase,Yellow,6.0,Thursday,August,No,No,23.9,No,,8.0,No,Morning,No,1489.0,Medium,Regular,0.0,No,2025-08-12,20.0
Majestic,Green,15.0,Tuesday,December,No,No,23.6,No,No,5.0,,Evening,No,1721.0,Medium,Interchange,0.0,Yes,2025-12-11,25.0
Dasarahalli,Green,18.0,Friday,January,No,No,28.8,No,No,3.0,Yes,Evening,No,3610.0,High,Regular,10.0,No,2023-01-17,10.0
South End Circle,Green,12.0,Saturday,April,Yes,No,22.2,No,No,5.0,No,Midday,Yes,1335.0,Medium,Regular,0.0,No,2023-04-08,30.0
South End Circle,Green,12.0,Sunday,June,Yes,No,29.7,No,No,5.0,No,Midday,Yes,1232.0,Medium,Regular,0.0,No,2024-06-17,30.0
Peenya,Green,14.0,Saturday,January,Yes,No,23.4,No,Yes,5.0,No,Evening,Yes,837.0,,Regular,0.0,No,,20.0
South End Circle,Green,20.0,Friday,July,No,No,27.0,No,No,8.0,No,Night,No,854.0,Medium,Regular,5.0,No,2024-07-25,30.0
Sandal Soap Factory,Green,21.0,Tuesday,February,No,No,30.9,,No,8.0,No,Night,No,988.0,Medium,Regular,5.0,No,2025-02-23,20.0
Jayanagar 4th Block,Yellow,9.0,Monday,June,No,No,28.4,No,No,,Yes,Morning,No,3801.0,High,Regular,10.0,No,2024-06-20,20.0
Majestic,Purple,14.0,Thursday,March,No,No,23.5,No,No,5.0,No,Evening,No,1619.0,Medium,Interchange,0.0,Yes,2025-03-11,25.0
Attiguppe,Purple,15.0,Saturday,September,Yes,No,31.3,Yes,No,5.0,No,Evening,Yes,694.0,Low,Regular,2.0,No,2024-09-25,40.0
Mysuru Road,Purple,12.0,Monday,April,No,No,26.2,No,No,5.0,No,,No,2371.0,High,Regular,2.0,No,2023-04-25,40.0
Jayanagar 4th Block,Yellow,8.0,Thursday,January,No,No,21.0,No,No,3.0,Yes,Morning,No,3639.0,High,Regular,0.0,No,2025-01-02,20.0
Majestic,Green,15.0,Wednesday,June,No,No,27.9,No,No,5.0,No,Evening,No,1588.0,Medium,Interchange,2.0,Yes,2024-06-10,25.0
Hebbagodi,Yellow,18.0,Sunday,January,Yes,No,29.6,No,Yes,3.0,Yes,Evening,Yes,3314.0,High,Regular,0.0,No,2024-01-10,20.0
Jalahalli,Green,20.0,Wednesday,May,No,No,25.8,No,No,5.0,No,Night,No,1062.0,Medium,Regular,0.0,No,2023-05-11,15.0
Vijayanagar,Purple,6.0,Wednesday,May,No,No,,No,No,8.0,No,Morning,No,1366.0,Medium,,0.0,No,2023-05-06,30.0
Dasarahalli,Green,21.0,Tuesday,December,No,No,26.2,No,No,5.0,No,Night,No,849.0,Medium,Regular,0.0,No,2025-12-04,10.0
Baiyappanahalli,Purple,20.0,Friday,September,No,No,,No,,8.0,No,Night,No,970.0,Medium,Terminal,0.0,Yes,2023-09-24,10.0
Sandal Soap Factory,Green,8.0,Thursday,August,No,No,25.9,No,No,3.0,Yes,Morning,No,4073.0,High,Regular,2.0,,2025-08-12,20.0
,Purple,22.0,Saturday,February,Yes,No,28.5,No,No,8.0,No,Night,Yes,661.0,Low,,0.0,,2025-02-11,
Chickpete,Green,20.0,Monday,June,No,No,30.6,No,No,8.0,No,Night,No,932.0,Medium,Regular,2.0,No,2025-06-23,20.0
Sandal Soap Factory,Green,13.0,Tuesday,January,No,No,26.9,No,,5.0,No,Midday,No,1762.0,Medium,Regular,0.0,No,2024-01-23,20.0
Magadi Road,Purple,17.0,Thursday,November,No,No,31.0,No,No,,Yes,Evening,No,,High,Regular,0.0,No,2024-11-27,20.0
Bommasandra,Yellow,17.0,Monday,August,No,No,26.5,No,Yes,3.0,Yes,Evening,No,5105.0,High,Terminal,2.0,No,2025-08-26,50.0
Bommasandra,Yellow,16.0,Friday,January,No,No,24.7,No,Yes,5.0,No,Evening,No,1220.0,Medium,Terminal,2.0,No,2023-01-25,50.0
Whitefield,Purple,10.0,Wednesday,August,No,No,28.0,No,Yes,5.0,No,Midday,No,,,Regular,0.0,No,2024-08-13,20.0
Kengeri,Purple,22.0,Wednesday,September,No,,27.0,Yes,No,,No,Night,No,738.0,Low,Terminal,0.0,Yes,2024-09-05,50.0
Hebbagodi,Yellow,6.0,Friday,November,No,No,25.7,No,Yes,8.0,No,Morning,No,1353.0,Medium,Regular,2.0,No,2024-11-06,20.0
Kengeri,Purple,19.0,Sunday,January,Yes,No,28.8,No,No,3.0,Yes,Evening,Yes,2737.0,High,Terminal,2.0,Yes,2024-01-01,50.0
Chickpete,Green,13.0,Sunday,,Yes,No,29.1,No,No,5.0,No,Midday,Yes,1427.0,Medium,Regular,,No,2024-05-06,20.0
Deepanjalinagar,Purple,19.0,,December,No,No,35.2,No,No,3.0,Yes,Evening,No,5168.0,High,Regular,0.0,No,,20.0
Jalahalli,Green,9.0,Friday,September,No,No,28.2,,No,3.0,Yes,Morning,No,2880.0,High,Regular,5.0,No,2025-09-22,15.0
Nagasandra,Green,17.0,Thursday,July,No,No,22.9,No,No,3.0,Yes,Evening,No,4043.0,High,Terminal,0.0,No,2023-07-09,10.0
Gottigere,Yellow,7.0,Saturday,January,Yes,No,29.9,No,No,3.0,Yes,Morning,Yes,1005.0,Medium,Regular,5.0,No,2025-01-24,
Nagasandra,Green,6.0,Tuesday,April,No,No,26.2,No,,8.0,No,Morning,No,1389.0,Medium,Terminal,0.0,No,2024-04-25,10.0
Tagore Nagar,Yellow,21.0,Saturday,July,Yes,No,,No,No,5.0,No,Night,Yes,,Low,Regular,5.0,No,2025-07-15,20.0
Jalahalli,Green,9.0,Tuesday,March,No,No,26.0,No,No,3.0,Yes,Morning,No,4412.0,High,Regular,5.0,No,2024-03-26,15.0
Yelachenahalli,Green,8.0,Wednesday,July,No,No,23.9,No,No,3.0,Yes,Morning,No,4135.0,High,Regular,10.0,No,2025-07-08,20.0
Banashankari,Yellow,22.0,Tuesday,November,No,No,21.7,No,No,8.0,No,Night,No,918.0,Medium,Regular,0.0,Yes,2023-11-19,40.0
Magadi Road,Purple,10.0,Saturday,December,Yes,No,28.6,No,No,5.0,No,Midday,Yes,765.0,Low,Regular,2.0,No,2025-12-24,20.0
Majestic,Purple,17.0,Sunday,April,Yes,No,28.7,No,No,3.0,Yes,Evening,Yes,3380.0,High,Interchange,2.0,Yes,2023-04-16,25.0
Attiguppe,Purple,17.0,Saturday,July,Yes,No,24.6,No,No,3.0,Yes,Evening,Yes,,High,Regular,2.0,No,2025-07-06,40.0
Mysuru Road,Purple,11.0,Monday,May,No,No,23.8,No,No,5.0,No,Midday,No,,Medium,Regular,0.0,No,2025-05-06,40.0
Swami Vivekananda Road,Purple,21.0,Thursday,August,No,No,31.4,No,No,8.0,No,Night,No,941.0,Medium,Regular,2.0,No,2023-08-22,20.0
South End Circle,Green,12.0,Friday,,No,No,28.7,No,No,5.0,No,Midday,No,1841.0,Medium,Regular,5.0,No,2023-03-03,30.0
Mysuru Road,Purple,14.0,Saturday,October,Yes,,30.3,No,No,5.0,No,Evening,Yes,,,Regular,2.0,No,2025-10-10,40.0
Peenya,Green,12.0,Tuesday,April,No,No,,No,Yes,5.0,No,Midday,No,2290.0,High,Regular,0.0,No,2023-04-01,20.0
Halasuru,Purple,13.0,Friday,May,No,No,33.0,No,No,5.0,No,Midday,No,1936.0,Medium,Regular,0.0,Yes,2025-05-14,20.0
Jayanagar,Green,18.0,Monday,January,No,No,24.4,No,No,3.0,Yes,Evening,No,4080.0,High,Regular,5.0,No,2023-01-04,30.0
Halasuru,Purple,20.0,Thursday,March,No,No,28.8,No,No,8.0,No,Night,No,778.0,Low,Regular,0.0,Yes,2023-03-26,20.0
Electronic City,Yellow,16.0,Saturday,,Yes,No,23.0,Yes,Yes,5.0,No,Evening,Yes,678.0,Low,Regular,0.0,No,2025-08-12,20.0
Lalbagh,Green,,Tuesday,June,No,No,24.7,No,No,5.0,No,Midday,No,2056.0,High,Regular,0.0,Yes,2024-06-06,25.0
Majestic,Purple,11.0,Sunday,June,Yes,No,25.5,Yes,No,5.0,No,Midday,Yes,802.0,Medium,Interchange,0.0,Yes,2025-06-11,25.0
Magadi Road,Purple,13.0,Monday,October,No,No,23.5,No,No,5.0,,Midday,No,2102.0,High,Regular,0.0,No,2024-10-12,20.0
Attiguppe,Purple,6.0,Monday,November,No,No,32.5,No,No,8.0,No,Morning,No,1218.0,Medium,Regular,0.0,No,2024-11-10,40.0
Bommasandra,Yellow,9.0,Tuesday,June,No,No,27.0,Yes,Yes,3.0,Yes,Morning,No,,High,Terminal,0.0,,2024-06-18,50.0
,Yellow,8.0,Tuesday,July,No,No,29.4,Yes,Yes,3.0,Yes,Morning,No,3825.0,High,Regular,,No,2024-07-07,20.0
Hebbagodi,Yellow,16.0,Wednesday,August,No,No,31.9,Yes,Yes,5.0,No,Evening,No,936.0,Medium,Regular,5.0,No,2024-08-07,20.0
Majestic,Green,7.0,Tuesday,January,No,,28.2,No,No,3.0,Yes,Morning,No,2029.0,High,Interchange,2.0,Yes,2024-01-11,25.0
Majestic,Purple,7.0,Saturday,May,Yes,No,32.6,No,,3.0,Yes,Morning,Yes,,Medium,Interchange,0.0,Yes,2024-05-04,
Jalahalli,Green,15.0,Saturday,March,Yes,No,21.5,No,No,5.0,No,Evening,Yes,688.0,Low,Regular,0.0,No,2023-03-20,15.0
National College,Green,12.0,Wednesday,July,No,No,27.3,No,No,5.0,No,Midday,No,1946.0,Medium,Regular,0.0,No,2025-07-01,25.0
South End Circle,Green,7.0,Tuesday,August,No,No,25.2,Yes,No,3.0,Yes,Morning,No,1296.0,Medium,Regular,10.0,No,2023-08-13,30.0
Vijayanagar,Purple,15.0,Thursday,July,No,No,26.6,No,,5.0,No,Evening,No,1151.0,Medium,Regular,2.0,No,2024-07-18,30.0
Jayanagar 4th Block,Yellow,14.0,Friday,June,,No,29.9,No,No,5.0,No,Evening,No,1268.0,Medium,Regular,0.0,No,2023-06-09,20.0
Jalahalli,Green,14.0,Wednesday,August,No,No,,No,No,5.0,No,Evening,No,1146.0,Medium,Regular,0.0,No,2024-08-26,15.0
Baiyappanahalli,Purple,,Saturday,June,Yes,No,22.2,Yes,No,,No,Evening,Yes,648.0,Low,Terminal,2.0,Yes,2025-06-24,10.0
National College,Green,13.0,Monday,November,No,No,31.4,,No,5.0,No,Midday,No,2252.0,High,Regular,5.0,No,2023-11-24,25.0
Jayanagar,Green,,Wednesday,December,No,No,27.0,No,No,5.0,No,Evening,No,1290.0,Medium,Regular,0.0,No,2023-12-09,30.0
Hosahalli,Purple,10.0,Monday,November,No,No,25.7,No,No,5.0,No,Midday,No,1249.0,Medium,Regular,0.0,No,2023-11-23,20.0
Lalbagh,Green,21.0,Monday,,No,No,23.9,No,No,8.0,No,Night,No,,Medium,Regular,0.0,Yes,2024-10-09,25.0
Mysuru Road,Purple,12.0,Saturday,July,Yes,No,27.0,Yes,No,5.0,No,Midday,Yes,958.0,Medium,Regular,5.0,No,2025-07-10,40.0
Yeshwanthpur,Green,10.0,Thursday,March,No,No,24.7,No,Yes,5.0,No,Midday,No,1478.0,Medium,,0.0,Yes,2023-03-02,20.0
,Yellow,15.0,Monday,October,No,No,29.0,No,No,5.0,No,Evening,No,1172.0,Medium,Regular,5.0,No,2025-10-06,20.0
Yeshwanthpur,Green,20.0,Saturday,April,Yes,No,29.9,No,Yes,8.0,No,Night,Yes,596.0,Low,Regular,0.0,Yes,2024-04-15,20.0
Mysuru Road,Purple,17.0,Monday,February,No,No,28.5,,No,3.0,Yes,Evening,No,3836.0,High,Regular,2.0,No,2024-02-03,40.0
RV Road,Yellow,19.0,Tuesday,July,No,No,26.4,No,,3.0,Yes,Evening,No,,High,Interchange,2.0,No,2025-07-11,30.0
Deepanjalinagar,Purple,11.0,Monday,November,No,No,19.1,No,No,5.0,No,Midday,No,1051.0,Medium,Regular,0.0,No,2024-11-06,20.0
Vijayanagar,Purple,6.0,Friday,July,,No,24.2,No,No,8.0,No,Morning,No,1524.0,Medium,Regular,0.0,No,2024-07-03,30.0
Indiranagar,Purple,21.0,Saturday,July,,No,31.6,No,Yes,,No,Night,Yes,619.0,Low,Regular,0.0,Yes,2023-07-24,15.0
RV Road,,9.0,Thursday,January,No,No,29.2,No,No,3.0,Yes,Morning,No,,High,Interchange,0.0,No,2023-01-11,30.0
Indiranagar,Purple,10.0,Wednesday,June,No,No,24.2,No,Yes,5.0,No,Midday,No,1333.0,Medium,Regular,2.0,Yes,2023-06-15,15.0
Jayanagar,Green,18.0,Sunday,June,Yes,No,23.2,No,No,3.0,Yes,Evening,Yes,2627.0,High,Regular,0.0,No,2023-06-13,30.0
Deepanjalinagar,Purple,13.0,Saturday,December,Yes,No,25.3,No,No,5.0,No,Midday,Yes,1225.0,Medium,Regular,0.0,No,2024-12-20,20.0
Gottigere,Yellow,17.0,Sunday,March,Yes,No,,No,No,3.0,Yes,Evening,Yes,2968.0,High,Regular,10.0,No,2024-03-10,20.0
South End Circle,Green,7.0,Wednesday,February,No,No,25.1,No,,3.0,,Morning,No,1437.0,Medium,Regular,5.0,No,2024-02-06,30.0
Sandal Soap Factory,Green,9.0,Tuesday,April,No,No,30.3,No,No,3.0,Yes,Morning,No,4246.0,,Regular,10.0,No,2023-04-15,20.0
Trinity,Purple,17.0,Tuesday,September,No,No,27.2,No,No,,Yes,Evening,No,4027.0,High,Regular,10.0,Yes,2023-09-25,20.0
Tagore Nagar,Yellow,6.0,Wednesday,August,No,No,30.5,Yes,No,,No,Morning,No,1241.0,Medium,Regular,0.0,No,2024-08-18,20.0
